"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2021","AQS","230010011","4","7.2","ug/m3 LC","30","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/02/2021","AQS","230010011","4","5.8","ug/m3 LC","24","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/03/2021","AQS","230010011","4","6.6","ug/m3 LC","28","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/06/2021","AQS","230010011","4","3.5","ug/m3 LC","15","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/12/2021","AQS","230010011","4","10.7","ug/m3 LC","45","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/13/2021","AQS","230010011","4","10.1","ug/m3 LC","42","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/14/2021","AQS","230010011","4","13","ug/m3 LC","53","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/15/2021","AQS","230010011","4","11","ug/m3 LC","46","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/16/2021","AQS","230010011","4","3.2","ug/m3 LC","13","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/17/2021","AQS","230010011","4","2.8","ug/m3 LC","12","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/18/2021","AQS","230010011","4","3.8","ug/m3 LC","16","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/19/2021","AQS","230010011","4","3.9","ug/m3 LC","16","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/20/2021","AQS","230010011","4","6.3","ug/m3 LC","26","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/21/2021","AQS","230010011","4","5.9","ug/m3 LC","25","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/22/2021","AQS","230010011","4","12.8","ug/m3 LC","52","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/23/2021","AQS","230010011","4","5.2","ug/m3 LC","22","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/24/2021","AQS","230010011","4","2.5","ug/m3 LC","10","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/25/2021","AQS","230010011","4","3.5","ug/m3 LC","15","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/26/2021","AQS","230010011","4","6","ug/m3 LC","25","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/27/2021","AQS","230010011","4","4.6","ug/m3 LC","19","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/28/2021","AQS","230010011","4","5.4","ug/m3 LC","23","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/29/2021","AQS","230010011","4","6.5","ug/m3 LC","27","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"01/30/2021","AQS","230010011","4","7.2","ug/m3 LC","30","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"02/01/2021","AQS","230010011","4","12.2","ug/m3 LC","51","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"02/02/2021","AQS","230010011","4","2.3","ug/m3 LC","10","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
"02/03/2021","AQS","230010011","4","2","ug/m3 LC","8","COUNTRY KITCHEN BAKERY PARKING LOT","1","100.0000","88101","PM2.5 - Local Conditions","30340","Lewiston-Auburn, ME","23","Maine","001","Androscoggin","44.089406","-70.214219"
