"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2021","AQS","310550019","1","11.6","ug/m3 LC","48","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/02/2021","AQS","310550019","1","18.8","ug/m3 LC","65","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/03/2021","AQS","310550019","1","17.5","ug/m3 LC","62","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/04/2021","AQS","310550019","1","5.4","ug/m3 LC","23","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/05/2021","AQS","310550019","1","5.2","ug/m3 LC","22","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/06/2021","AQS","310550019","1","3.2","ug/m3 LC","13","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/07/2021","AQS","310550019","1","16.5","ug/m3 LC","60","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/08/2021","AQS","310550019","1","21.9","ug/m3 LC","72","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/09/2021","AQS","310550019","1","21.3","ug/m3 LC","70","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/10/2021","AQS","310550019","1","13.8","ug/m3 LC","55","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/11/2021","AQS","310550019","1","4.7","ug/m3 LC","20","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/12/2021","AQS","310550019","1","6.6","ug/m3 LC","28","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
"01/13/2021","AQS","310550019","1","5.1","ug/m3 LC","21","4102 Woolworth Ave. on Healthcenter Warehouse","1","100.0000","88101","PM2.5 - Local Conditions","36540","Omaha-Council Bluffs, NE-IA","31","Nebraska","055","Douglas","41.2474860009354","-95.973142"
